Frame#,Time,Front.Head,,,Top.Head,,,Rear.Head,,,L.Shoulder,,,R.Shoulder,,,L.Elbow,,,R.Elbow,,,L.Wrist,,,R.Wrist,,,L.ASIS,,,R.ASIS,,,Sacral,,,L.Knee,,,R.Knee,,,L.Ankle,,,R.Ankle,,,L.Toe,,,R.Toe,,,L.Heel,,,R.Heel,,,R.Thigh,,,R.Scapula,,,R.Ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,X20,Y20,Z20,X21,Y21,Z21,X22,Y22,Z22,X23,Y23,Z23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,9.592,630.177,-138.98924,1778.50146,743.90875,-217.44141,1825.68555,789.7265,-243.8197,1739.22278,601.85919,-383.19925,1500.58569,872.82159,-45.18034,1506.99634,640.27148,-495.26596,1306.68127,1023.03467,-70.18377,1311.42859,562.36169,-288.97235,1221.51746,821.72638,-55.21886,1207.79858,677.35577,-306.71704,1056.49768,805.95856,-143.58644,1059.09766,877.40088,-353.71576,1123.40417,642.93353,-360.35556,571.586,911.74652,-128.83139,591.00842,726.25983,-409.66998,183.24867,1027.3125,-186.29875,183.05264,549.91656,-351.26743,19.24954,873.68536,-61.3366,18.51285,833.81055,-399.4346,133.97192,1058.88489,-276.86115,142.8965,853.36694,-90.07233,800.45648,912.96417,-189.7234,1490.37329,769.52631,-119.12659,1724.67554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,9.6,629.98413,-138.86128,1778.64526,744.90015,-216.80991,1825.56335,790.9151,-242.37251,1739.16125,603.83789,-382.86206,1500.14746,873.19354,-42.96369,1505.49377,640.88232,-495.63028,1306.84497,1022.87402,-67.68838,1309.32642,564.19067,-289.17438,1220.78857,820.34021,-54.18443,1206.32471,678.83966,-306.77197,1056.88879,807.03601,-143.24237,1058.64038,879.83392,-352.61221,1123.53235,643.948,-357.07037,571.78174,912.37598,-129.11176,590.85071,729.23773,-402.27069,183.72969,1031.97229,-188.51666,184.94128,550.59821,-341.90741,23.27946,879.5285,-63.84061,19.64431,836.13531,-390.88321,132.78909,1065.77332,-278.47818,144.78645,853.64313,-89.7232,798.95081,913.4682,-186.97418,1489.93176,770.16595,-118.07274,1724.92468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,9.608,630.98676,-138.17174,1778.50964,745.26105,-216.29103,1824.43848,792.20502,-241.18976,1738.30786,605.89764,-383.09912,1499.60132,873.0498,-40.92883,1503.04053,642.17883,-496.27161,1306.21887,1022.05914,-64.1943,1306.60986,566.23077,-290.17355,1218.65112,819.88617,-53.56089,1203.39172,679.65314,-306.98349,1056.30408,807.32001,-142.94756,1057.93005,882.39178,-352.04422,1122.17188,644.52466,-353.99924,571.83441,913.85602,-130.02399,590.31622,731.19958,-394.94864,183.14493,1036.27869,-190.47678,185.90999,550.83496,-330.4826,26.95761,886.40564,-67.14648,18.63687,838.5658,-383.10403,131.35345,1072.00671,-280.59943,146.80367,852.05267,-88.15251,798.05786,914.39154,-184.57689,1488.42273,770.75824,-116.94477,1724.14526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,9.617,632.77747,-137.20079,1777.55957,746.12561,-215.66953,1823.57434,793.32947,-240.31505,1736.95496,607.88599,-383.31061,1497.64868,873.11768,-38.18408,1500.41333,643.81458,-496.93323,1304.9718,1021.52307,-61.80015,1302.97998,568.58508,-291.49622,1214.479,819.34845,-52.6733,1198.84204,681.44196,-307.66519,1054.72168,807.99664,-142.65906,1055.97656,884.83618,-350.27472,1119.55078,644.67438,-349.79105,571.04187,915.62305,-129.76089,589.08563,733.45117,-387.30078,182.32695,1041.49438,-192.50504,186.43626,552.74463,-318.46173,29.06774,893.09955,-71.00494,16.67138,840.026,-375.80762,129.2747,1077.89209,-283.09995,148.34435,851.96716,-89.72987,795.39838,915.76392,-182.17853,1486.63733,771.53217,-115.64084,1723.27686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,9.625,633.72003,-136.92999,1775.60852,747.65314,-214.63817,1821.63171,794.73517,-239.13445,1734.94312,611.04138,-383.72437,1496.09277,873.25458,-36.36324,1496.70361,645.68463,-497.17157,1302.82739,1020.53979,-59.04889,1298.31738,570.10529,-292.72037,1209.68738,817.62158,-51.42556,1194.31653,682.57275,-307.47482,1053.39209,808.27783,-142.02885,1053.57153,887.13153,-348.27097,1116.30908,644.74884,-345.33084,569.82678,916.3385,-129.64235,588.06293,735.39923,-379.87817,180.63422,1046.46765,-195.39319,185.89558,554.45294,-304.79599,29.94326,900.87561,-74.60182,13.92389,842.56732,-368.56015,127.3116,1084.03088,-286.02493,149.54604,850.60986,-90.78725,792.61029,917.40381,-180.28717,1484.20361,772.27191,-114.90533,1721.13123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,9.633,634.45135,-136.65724,1773.1217,748.7973,-213.4792,1819.0105,796.28741,-238.63295,1732.33374,613.98938,-384.31024,1493.19006,872.52826,-34.60442,1492.83813,648.50952,-497.88663,1300.39966,1019.37927,-56.0941,1293.6615,572.37445,-294.34949,1203.35718,816.92126,-50.47422,1188.64722,684.64063,-308.2692,1050.73572,808.42609,-141.01405,1049.95972,888.89563,-347.0928,1112.37708,644.83368,-340.36368,567.17975,917.68323,-130.17081,585.53302,737.46161,-372.0029,178.27403,1052.04517,-198.20575,184.62277,556.25702,-290.1553,30.87142,908.66638,-78.91068,11.31234,844.10797,-360.75314,123.28424,1090.19507,-289.78165,149.59869,849.53949,-91.69298,789.07813,918.41046,-178.01636,1480.84546,773.52631,-114.1224,1718.84119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,9.642,635.64404,-136.26401,1770.21008,750.57312,-212.90718,1815.60339,797.61328,-237.39743,1729.11365,616.57159,-384.73914,1490.2124,872.6828,-32.35976,1488.67834,651.82501,-498.70667,1297.11365,1018.01819,-53.91627,1287.92224,575.3526,-296.28656,1195.60376,816.27069,-49.24206,1181.82861,685.19257,-308.22495,1047.94287,808.56787,-139.84268,1045.55261,891.26727,-345.26764,1107.17834,644.76746,-335.00656,564.12903,918.54047,-130.15105,581.96997,738.37903,-363.64709,175.32852,1057.94653,-202.19104,182.70097,560.87103,-273.89984,30.61113,915.5321,-82.82372,8.53416,846.37811,-354.66254,120.16886,1095.58838,-293.93036,148.4066,848.01129,-93.8367,785.28827,919.93512,-175.52747,1476.9209,774.2641,-113.07894,1715.41052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,9.65,636.95959,-135.689,1766.41467,751.52277,-212.55679,1811.54797,798.92303,-236.92039,1725.29126,619.47333,-385.18878,1486.32288,872.59857,-30.38986,1484.03308,655.9574,-499.48062,1293.15149,1016.17334,-51.12897,1281.91321,577.64514,-298.10135,1187.87646,814.53949,-47.40771,1174.69348,686.82813,-308.32263,1044.16553,809.32806,-139.38005,1042.48608,894.33887,-343.85208,1101.97729,644.80536,-329.81088,561.19379,919.67554,-130.66969,577.84125,740.2356,-355.13898,171.45877,1063.31958,-206.20802,179.94672,564.61591,-256.73602,30.41425,923.16327,-86.8394,5.98976,847.87836,-348.92075,116.01837,1101.67822,-298.15906,146.44675,846.4668,-95.53638,780.50629,920.87518,-173.32704,1472.4469,775.05896,-112.75044,1711.50061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,9.658,637.79407,-136.24013,1762.07361,753.85907,-212.34525,1807.45618,800.67535,-235.93382,1720.10608,622.53552,-385.6601,1481.60461,872.59711,-28.82837,1478.70642,660.46887,-500.07178,1288.7124,1014.64703,-48.17834,1275.38721,583.20532,-302.88483,1177.05261,812.39502,-45.26335,1167.44019,688.14923,-308.43475,1039.77185,809.547,-138.26115,1036.98828,895.76874,-342.7872,1095.62488,644.79388,-323.76004,557.00049,920.72229,-130.93005,572.466,741.19299,-346.70248,167.56897,1069.06885,-210.55478,176.72943,568.43866,-238.46115,30.3646,930.41315,-90.11314,3.199,849.47095,-342.75464,111.43787,1107.60083,-303.05286,143.63643,844.98395,-97.36608,774.8382,921.83582,-170.71562,1466.55042,775.99646,-111.7737,1706.65283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,9.667,639.42487,-135.65121,1756.88953,755.27332,-212.06258,1801.62292,802.32123,-235.35243,1714.91663,625.55634,-385.80182,1475.9425,871.75214,-27.16553,1472.59277,665.13135,-500.80096,1283.68701,1013.38824,-45.13603,1268.38074,585.13818,-305.31113,1166.19739,811.38416,-44.44206,1158.31848,690.02045,-308.01416,1034.62854,808.66479,-137.21213,1030.89685,897.63696,-341.17496,1088.47852,644.69635,-318.06778,553.03088,921.41461,-131.42062,565.95862,742.08429,-338.07382,163.7827,1074.52563,-215.25377,173.1891,574.28204,-219.31146,29.65107,937.40894,-93.39766,-0.14636,850.25867,-337.18356,105.90845,1113.09399,-307.88043,139.70802,843.4021,-98.57104,768.10187,923.07062,-168.30525,1460.59448,776.87531,-111.42846,1701.28369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,9.675,641.04095,-136.08682,1751.37671,757.25134,-211.87187,1795.51953,804.14398,-235.20988,1708.5376,628.89923,-386.26541,1469.84326,871.28827,-25.22306,1466.52063,670.19391,-501.55255,1277.88391,1011.47339,-41.81706,1260.83142,587.63184,-308.17419,1155.20227,810.44287,-43.61121,1149.30322,691.84137,-307.57721,1028.651,809.48724,-135.04576,1024.10486,900.37665,-339.19852,1081.45935,644.10504,-311.88657,547.97479,923.85541,-133.09323,558.63568,743.0976,-328.9361,158.201,1079.25793,-220.16882,168.53532,580.30237,-199.11638,28.93417,944.67572,-95.94242,-5.15509,851.13757,-331.86307,100.51277,1117.82178,-312.15717,135.42239,842.70502,-100.81902,760.39209,924.23853,-165.82845,1453.60413,777.90704,-110.73295,1695.18933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,9.683,642.89429,-136.56293,1745.51843,759.18982,-211.43944,1788.67358,804.00592,-233.81212,1700.474,631.76532,-386.4306,1462.42676,870.99481,-23.52046,1458.80725,675.76343,-501.78351,1270.9873,1009.48932,-38.66098,1252.12622,592.60339,-312.55014,1141.63318,809.18268,-43.28304,1139.30371,693.19409,-307.00714,1021.74542,809.43134,-134.25058,1017.16547,901.4281,-337.832,1073.53772,643.81342,-304.85104,542.36163,927.37738,-136.16544,551.21625,743.99109,-319.93988,153.28818,1083.83582,-223.78058,163.59274,588.09204,-179.4882,26.56692,954.58856,-99.10165,-12.55893,851.69397,-326.43774,94.74361,1121.84497,-316.73224,131.1114,843.34576,-101.62899,752.46521,925.49658,-163.33916,1446.04541,779.41064,-110.55676,1688.8595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,9.692,643.93317,-136.93274,1738.37317,761.56232,-211.81442,1781.13428,806.27209,-233.73763,1692.88806,635.54443,-387.24188,1454.40491,870.45721,-21.76926,1451.15674,682.15759,-502.50226,1262.94922,1007.83704,-35.00968,1242.9696,597.12701,-316.84738,1127.38965,807.26031,-41.78076,1128.49854,693.92102,-306.83984,1014.2182,809.4975,-132.5657,1008.49585,902.75476,-335.72537,1064.99023,642.7077,-297.49683,536.39166,929.86707,-138.39522,543.14227,745.38409,-311.19824,147.09763,1088.00195,-228.10442,157.20102,595.21368,-161.45319,23.47175,964.98853,-101.90442,-22.52408,852.31995,-320.78348,88.58173,1125.07153,-321.39792,127.21355,843.30682,-102.6402,743.12341,926.36926,-160.59142,1437.90906,780.11682,-110.50306,1681.16711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,9.7,645.48151,-138.3568,1731.23242,763.85577,-212.27827,1772.82507,807.97766,-233.42126,1684.23132,639.79285,-388.49936,1445.55737,869.47217,-18.87276,1442.38489,688.16003,-502.97736,1254.29834,1005.815,-30.9941,1233.48962,601.57837,-321.74179,1112.31506,804.23102,-39.33304,1117.81653,695.13354,-305.65591,1006.13934,809.95612,-130.89807,999.85913,904.73792,-334.1568,1056.45337,642.49927,-290.55649,529.4845,933.19653,-141.5486,535.6983,747.08191,-302.97202,140.47093,1092.1792,-232.15103,150.21577,604.07465,-144.78609,18.46048,976.76361,-105.22914,-34.23641,853.69067,-313.9852,83.03262,1126.7782,-326.90842,122.41155,844.15381,-103.44093,733.30652,927.89771,-157.90744,1428.74878,781.69171,-110.52484,1673.01624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,9.708,647.33789,-138.99518,1723.16187,766.18231,-212.4729,1763.74561,809.69104,-233.46759,1674.95105,644.61847,-389.55365,1435.23206,868.88318,-18.31948,1433.35876,694.68152,-503.39032,1244.32141,1003.49365,-27.32902,1223.0304,606.00958,-326.2757,1096.44104,802.26349,-37.93833,1105.83301,695.22034,-305.12817,997.4632,809.48309,-128.95395,989.9071,905.48132,-331.80344,1047.02051,640.82184,-283.02094,522.7373,937.47577,-144.5134,527.1427,748.93164,-295.0997,133.62129,1095.87427,-236.50761,142.1539,612.5072,-129.2475,11.57319,987.33807,-108.57753,-38.14451,855.92706,-307.90979,77.22471,1128.44922,-331.72833,116.78061,844.75653,-104.05882,722.99561,928.54211,-155.68932,1419.1438,782.66943,-110.39655,1664.00537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,9.717,649.22809,-140.33278,1714.33679,768.15259,-213.40619,1754.13696,812.11102,-234.10184,1664.93311,649.5011,-391.23068,1424.46387,867.98779,-16.59737,1423.57214,701.2478,-503.89084,1233.37878,1001.68903,-23.68234,1212.31555,609.68005,-331.71744,1080.43823,800.10223,-37.16354,1093.02112,696.24475,-304.19437,987.81525,808.85992,-127.42759,979.38586,906.65179,-329.61188,1037.10205,638.8316,-275.99316,515.16193,941.23749,-146.96851,517.94141,751.07874,-287.89224,126.78272,1101.12158,-241.82043,133.19507,622.56561,-115.60715,2.79493,990.2439,-108.99214,-35.58133,858.51819,-301.59677,73.38124,1133.17542,-338.08463,103.10999,847.20898,-105.40965,711.65607,929.74048,-152.821,1408.80139,783.99194,-111.07449,1654.57153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,9.725,650.99664,-141.58286,1705.31738,770.70917,-214.19704,1744.05347,813.72485,-234.20857,1654.35071,654.1637,-393.08948,1413.00903,866.7785,-14.76191,1413.17249,708.82458,-504.81613,1222.17188,999.49298,-19.69184,1200.75769,615.11554,-338.58798,1062.33533,798.09674,-35.05749,1080.39392,698.54456,-304.24689,976.47766,808.11847,-125.15639,968.14081,907.85431,-327.095,1027.57263,637.31433,-269.06754,506.90894,945.50159,-149.42664,507.54633,754.56049,-280.18051,119.76698,1107.88782,-251.06361,123.0121,632.66876,-104.17797,-7.01769,990.62946,-109.21323,-35.33149,862.21936,-296.14435,70.10401,1139.27954,-348.1178,87.56113,849.73755,-104.90646,700.24255,930.10944,-150.20825,1397.77466,785.30621,-111.8727,1644.32544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,9.733,652.91052,-143.31981,1695.39905,772.9314,-215.55943,1733.203,816.12494,-235.57338,1643.20068,659.88318,-395.62283,1400.87866,865.76855,-13.1901,1402.36157,716.4137,-505.71948,1209.66699,996.99622,-15.55907,1188.8269,619.36084,-345.79456,1045.15771,795.25403,-33.82238,1067.43286,701.73077,-304.04404,964.66266,808.81323,-122.71426,956.61603,909.64905,-325.4631,1017.65204,634.95123,-262.43646,498.01361,949.0531,-149.93906,496.76575,758.3894,-273.2822,113.24953,1112.45154,-261.99551,115.33566,643.68115,-93.1864,-16.91386,991.62225,-110.49991,-33.5569,867.73004,-288.94281,66.98958,1145.70142,-353.47583,74.2346,852.52747,-105.72843,687.74176,930.26532,-147.56154,1386.04932,786.30298,-112.71629,1633.46082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,9.742,655.56158,-144.54442,1684.88379,776.27515,-216.86292,1722.06531,817.6994,-236.21141,1631.50342,665.04932,-398.8111,1387.86206,864.23077,-11.7439,1391.54224,723.61444,-506.68866,1196.5116,994.37775,-11.80023,1176.84741,623.33636,-353.07376,1027.12341,792.73291,-32.87778,1053.55261,702.90533,-302.96863,952.19769,808.45447,-120.57243,944.10858,910.21808,-322.21262,1005.6441,632.11682,-254.94019,488.98605,952.76404,-151.53868,485.45428,764.56366,-265.35495,108.33969,1116.52966,-267.42349,107.87546,652.56512,-86.63438,-21.65819,992.07916,-110.96331,-32.88851,874.31726,-282.83014,62.96212,1150.75073,-359.30167,61.9235,855.71686,-104.89858,675.17224,931.04102,-144.97079,1373.85327,787.78949,-113.9734,1622.88013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,9.75,656.46094,-147.302,1675.68127,778.39954,-218.72855,1710.66345,819.54962,-237.41756,1619.5614,670.94031,-401.82602,1374.08411,862.22864,-9.95632,1380.66968,731.84088,-508.03928,1183.17297,991.2627,-7.66218,1164.20605,626.24524,-360.2352,1009.98163,790.79529,-31.5803,1040.05847,705.43378,-302.02933,939.02881,808.84589,-117.71957,931.36548,910.84686,-320.29706,994.97589,629.69598,-248.1622,478.96298,955.78485,-153.26328,473.22015,771.48541,-258.22601,105.52624,1120.61951,-270.91486,99.75866,660.02808,-81.61364,-25.49403,992.83521,-111.55009,-31.66777,881.08191,-278.88522,56.62372,1155.02209,-364.15268,50.11282,858.93811,-103.32745,662.26825,930.95825,-142.4855,1360.93774,789.09576,-115.38599,1611.70935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,9.758,658.52087,-150.10928,1665.85791,781.32855,-221.18002,1700.16589,821.35156,-238.78549,1607.18201,675.62329,-404.87286,1360.51941,861.09161,-9.37545,1368.82483,738.97839,-509.33383,1169.58411,988.38904,-3.9156,1151.74182,629.83002,-367.97226,993.29468,788.01501,-30.63591,1026.78564,707.69318,-302.08606,925.97516,808.70605,-115.82503,918.13422,912.27625,-317.73184,983.38507,627.28003,-240.70129,468.88449,959.12494,-154.18488,462.26431,778.63885,-252.28947,100.80096,1123.66528,-275.3197,92.13554,661.92737,-82.5106,-23.04091,993.07556,-112.28392,-30.36564,887.95868,-273.21021,51.37403,1158.87207,-367.95563,38.58371,861.78357,-101.56676,649.61652,931.15192,-140.29959,1348.1626,789.6203,-116.44215,1600.51086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,9.767,659.91522,-152.62216,1657.07581,784.56482,-223.81667,1689.44067,822.50385,-240.23045,1595.71301,680.56244,-408.44458,1346.5304,859.65332,-9.55513,1356.28979,745.79443,-510.93054,1156.46704,985.38202,-0.19888,1139.84314,635.08026,-376.52106,976.50989,785.70563,-29.50643,1014.58527,710.50421,-301.72565,912.78296,808.80542,-113.16071,906.22803,914.05225,-316.5817,971.6236,624.44171,-232.40498,459.14813,961.15814,-154.08495,452.50949,784.93939,-247.96814,96.71683,1126.55383,-278.77927,85.36526,658.8894,-83.98804,-25.83919,993.58704,-113.28383,-29.03312,895.18237,-267.5556,46.96414,1161.86255,-371.50507,27.30082,866.14703,-99.48655,637.30719,931.66846,-138.4579,1335.59424,790.58209,-118.42479,1590.2738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,9.775,661.69415,-155.29776,1649.53516,787.0116,-226.65866,1679.79016,823.65173,-242.09058,1584.67334,684.10229,-411.58966,1333.92358,857.19775,-9.41007,1345.29333,753.18182,-513.13898,1144.03992,981.77039,3.81015,1129.09009,635.98724,-382.08344,963.02728,781.93451,-27.3726,1003.38165,711.51495,-300.54114,901.09674,809.06299,-110.66524,895.02722,915.17169,-315.2092,959.19501,623.25311,-224.15663,449.01477,961.39392,-153.29932,443.7084,787.63361,-243.27284,93.15009,1127.71033,-280.94318,79.51222,658.21112,-84.0596,-27.44679,993.99872,-114.45824,-27.59757,899.33411,-263.56747,43.31034,1164.28711,-374.05331,19.26094,869.04517,-95.83117,628.76648,932.64948,-137.41324,1323.36523,791.34454,-120.28437,1581.1189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,9.783,663.1604,-158.41696,1642.76099,788.93707,-229.04993,1670.93201,825.17743,-244.02861,1575.49316,687.16974,-415.02884,1322.34839,854.56262,-9.70984,1336.07227,759.26587,-515.02899,1133.25354,977.80304,6.73747,1120.25598,637.61316,-387.94278,951.53833,778.50067,-25.24941,993.76569,712.04431,-298.51968,890.8056,810.31921,-108.61631,885.82275,916.05933,-314.15839,947.41302,621.38184,-215.53069,440.65781,957.68512,-150.0677,435.76196,788.21606,-237.05896,90.24433,1129.47534,-281.79758,76.13789,657.45984,-83.08926,-30.1329,994.1593,-114.80759,-26.11633,900.3584,-261.64151,41.32378,1165.99988,-374.65866,14.69507,870.47571,-89.66213,623.83466,933.58252,-136.8374,1312.49182,792.46429,-122.49099,1573.19116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,9.792,664.56995,-161.34102,1637.6991,790.49933,-232.44266,1664.17834,826.11487,-246.39839,1568.422,688.34088,-417.56046,1313.22766,851.45911,-10.72158,1328.41138,764.86963,-516.62152,1125.25757,974.54791,9.38489,1113.80554,639.78009,-393.87909,941.27234,776.06836,-23.46026,986.16925,712.02032,-298.82748,882.22412,807.90314,-106.25858,878.05579,917.04254,-313.77759,936.9483,620.16357,-206.79247,433.50281,950.55017,-143.85056,429.51703,788.64551,-233.67613,86.84412,1129.06714,-281.11478,75.17787,657.33429,-82.69684,-30.94011,994.53943,-115.23347,-26.38987,902.40308,-260.27872,37.85496,1166.99927,-374.58926,13.93446,869.76349,-83.04552,620.60693,933.74164,-137.22543,1304.59631,793.00714,-124.50714,1566.54553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,9.8,664.87762,-163.51981,1634.01245,791.53693,-234.43546,1659.58679,827.07251,-249.38625,1563.87732,688.92584,-419.70932,1307.1123,848.22687,-11.62528,1323.4364,770.38928,-518.52832,1120.42407,971.08368,11.23665,1109.72046,639.95325,-399.17163,934.34943,773.74939,-21.41765,980.51898,694.0033,-286.1225,879.49689,806.96875,-102.445,873.70691,917.22888,-313.33112,927.94098,620.60944,-197.08667,427.52402,941.11304,-134.99644,425.03995,789.23004,-231.44006,85.13354,1127.83606,-279.60065,76.13927,657.72284,-82.85897,-31.24955,994.18652,-114.74673,-26.90925,903.8183,-260.64182,34.78059,1166.36682,-374.17999,15.8233,865.84094,-76.80304,619.24908,932.90387,-138.26201,1299.68054,792.94141,-126.7367,1562.09021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,9.808,665.80994,-165.87419,1631.51794,792.60101,-237.06439,1657.43994,826.90607,-251.53215,1561.45215,689.59125,-422.65482,1303.50476,846.4704,-14.41417,1320.6217,774.51373,-520.38098,1118.40845,968.46021,12.3783,1108.37573,640.86719,-403.31168,929.96393,771.3559,-19.85485,978.73236,694.63959,-289.08945,871.36945,803.48212,-101.66372,873.4425,916.9035,-312.43103,923.34967,621.12982,-187.70569,423.66348,928.61475,-122.77629,422.85248,789.36554,-230.97675,83.55957,1124.53882,-276.92819,78.85728,657.72626,-82.67155,-31.43058,993.83368,-114.23804,-28.62766,904.54095,-261.52182,32.58667,1164.23486,-372.88327,21.38341,856.6311,-69.66428,619.10486,931.35223,-139.67024,1297.42224,793.58575,-129.71211,1559.4104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,9.817,665.99268,-168.77373,1630.95801,793.31024,-239.03928,1657.11182,827.12,-253.86873,1561.01611,690.00116,-426.20135,1302.62207,844.08704,-16.92458,1320.44836,777.4483,-521.82721,1118.48035,966.81604,12.9209,1110.35779,639.94629,-407.54602,929.58295,769.33569,-18.76868,979.54773,691.88434,-290.66443,868.14532,800.67328,-100.73705,877.1947,915.00153,-310.69778,920.57501,621.14624,-179.77652,424.05557,915.11981,-109.54257,421.35718,789.35498,-229.85095,81.73106,1121.28784,-273.26544,84.96314,657.71039,-82.59871,-32.21962,993.50183,-113.07006,-30.23702,904.58704,-262.13571,29.86583,1161.28333,-370.31247,30.45255,845.01013,-62.26062,620.19891,930.10388,-140.843,1297.31165,793.57324,-132.19987,1558.5907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
