Frame#,Time,Front.Head,,,Top.Head,,,Rear.Head,,,L.Shoulder,,,R.Shoulder,,,L.Elbow,,,R.Elbow,,,L.Wrist,,,R.Wrist,,,L.ASIS,,,R.ASIS,,,Sacral,,,L.Knee,,,R.Knee,,,L.Ankle,,,R.Ankle,,,L.Toe,,,R.Toe,,,L.Heel,,,R.Heel,,,R.Thigh,,,R.Scapula,,,R.Ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,X20,Y20,Z20,X21,Y21,Z21,X22,Y22,Z22,X23,Y23,Z23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,9.825,665.75818,-170.84612,1631.62231,792.83643,-240.95866,1658.48242,827.99835,-256.67435,1562.9613,690.42914,-430.66672,1304.46472,842.37561,-20.8412,1322.15881,779.40125,-524.85645,1120.77771,966.89758,12.34606,1114.96277,638.18439,-410.60666,932.53918,768.75403,-18.43245,983.92883,690.12555,-291.20169,869.48169,797.72699,-100.82731,880.68152,913.40405,-308.23074,919.17743,622.21948,-173.77693,424.87198,900.84125,-92.91722,420.27945,790.03925,-228.72617,80.94872,1116.46411,-267.46341,93.93432,657.59186,-82.41681,-32.5129,993.75238,-112.30663,-32.02256,905.48053,-262.08774,28.38183,1156.64636,-366.38235,45.44869,831.35883,-55.24938,621.01569,928.79974,-143.1646,1298.73267,793.43591,-134.8589,1559.54626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,9.833,665.3111,-173.53516,1633.14038,792.03729,-242.5392,1661.25964,827.07428,-259.04852,1566.11743,690.31915,-434.05826,1307.96948,841.64465,-24.70409,1326.96118,779.64282,-528.00525,1124.60217,967.58643,11.17572,1121.80896,637.11322,-412.18607,938.99603,768.58264,-18.09528,991.70044,688.47156,-290.96869,873.49878,792.95422,-101.14595,885.36456,912.62122,-306.91107,920.36951,623.68658,-171.31064,426.44028,884.09839,-74.70312,418.93323,790.97565,-227.50331,80.97662,1109.12073,-257.62607,106.22737,657.50287,-82.40354,-32.75194,993.07153,-111.45107,-33.89276,906.11914,-261.43832,28.41004,1149.02759,-358.19571,65.81199,815.31091,-47.11845,623.48425,928.66968,-146.59856,1301.60291,793.60876,-137.37717,1561.28406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,9.842,663.72205,-175.72655,1636.04626,790.94965,-243.99983,1665.96887,827.19202,-261.83142,1571.17883,690.29724,-438.39761,1312.93835,842.34717,-29.73613,1333.0249,779.29419,-532.05078,1128.83398,969.41211,8.93957,1130.24097,632.61719,-412.59207,949.36218,769.57404,-18.03168,1002.58588,688.01184,-290.99445,878.51813,791.48999,-100.43607,891.677,910.78693,-303.86548,922.83252,626.22003,-171.10138,427.65598,866.52045,-54.89112,420.19583,791.50775,-227.02258,80.71516,1098.23706,-243.43182,120.50494,657.3233,-82.65015,-33.20898,992.35962,-110.91241,-35.20749,906.53705,-260.68637,28.07008,1137.552,-346.68835,90.63586,800.15125,-39.47482,629.81531,928.97241,-151.3472,1305.21338,793.16199,-140.61035,1564.30237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,9.85,663.64148,-176.96881,1639.64502,790.10333,-245.23254,1671.27307,826.35718,-264.63766,1577.26746,690.19476,-442.6355,1319.0531,843.82874,-34.42577,1340.75281,777.04791,-536.77356,1134.26306,972.35651,6.83549,1139.99768,629.18433,-412.49982,961.60083,770.9129,-18.54861,1015.7688,685.85889,-290.41504,885.34949,790.25372,-100.59165,898.08734,910.12012,-302.95242,927.43762,629.78284,-173.28024,429.01291,848.57635,-33.99387,426.83575,791.92639,-226.68503,80.70798,1084.58716,-227.24171,135.44275,657.31122,-82.45851,-33.24451,991.17828,-108.96912,-37.73768,906.5957,-260.58929,27.90009,1123.00439,-330.93097,118.22877,784.98511,-31.56429,639.59149,929.38776,-157.28439,1310.76831,792.50165,-143.2438,1568.34399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,9.858,663.23236,-178.07236,1643.73743,788.7312,-246.16029,1678.23071,826.17145,-267.65698,1584.54504,689.7998,-446.75015,1325.61304,847.59961,-40.27328,1350.0697,773.07196,-540.61438,1139.47754,975.50635,4.2816,1150.98169,624.0296,-412.30624,975.99133,772.65454,-18.37668,1030.36987,684.77148,-290.52737,890.99078,787.95245,-101.68149,905.92468,908.10028,-301.12753,932.36072,633.14166,-177.74504,431.07916,831.00287,-14.99856,436.8042,792.13147,-227.45317,80.81705,1069.61938,-210.13948,150.27367,657.26501,-82.49726,-33.32705,987.30829,-106.00446,-42.95771,906.38354,-260.91061,27.45905,1105.7655,-312.76132,145.38144,771.78601,-24.35746,651.80829,930.32898,-163.49133,1316.41516,792.52185,-146.27667,1573.27466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,9.867,661.42792,-179.57884,1648.12268,787.02643,-247.51782,1684.74451,824.99487,-270.34262,1591.96411,689.55011,-449.51434,1332.11438,851.10992,-45.93142,1360.28455,767.94983,-545.02234,1146.03552,979.63635,1.59334,1162.86023,619.06317,-410.86374,992.07086,774.6684,-18.04494,1047.78662,683.80878,-290.81717,897.64899,785.95807,-102.70571,913.20465,907.07159,-299.76236,938.68781,636.35187,-183.73534,434.31302,815.73938,3.38518,448.85092,791.70471,-228.45657,81.00348,1054.60059,-194.62469,164.76537,657.38782,-82.41959,-33.77715,971.67261,-97.62281,-36.48073,905.56067,-261.52185,27.63642,1091.45642,-296.92557,162.51788,760.45978,-18.4001,664.29517,931.36682,-169.71843,1322.50903,791.80469,-148.98427,1578.4082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,9.875,661.03772,-180.50864,1653.5957,785.38263,-248.55124,1691.82458,823.76056,-272.27036,1599.38916,688.26996,-452.0202,1338.74878,854.53748,-50.38304,1372.04785,762.07086,-549.35858,1152.49988,983.70032,-1.13591,1175.26489,613.44629,-409.45996,1009.36548,778.48517,-18.6836,1065.49451,683.70416,-291.46579,904.33624,784.09979,-103.3941,922.29181,907.57043,-299.02692,946.70715,640.37897,-191.46092,437.41718,801.33765,18.12115,464.56329,791.19861,-229.87183,81.39664,1039.00049,-179.95163,178.70134,657.03882,-82.48499,-33.70846,947.263,-82.38113,-17.42116,904.70087,-262.33224,28.52587,1077.65002,-280.45175,173.7841,751.22601,-12.36285,679.88751,932.14441,-175.81532,1329.45215,790.85565,-151.44629,1584.37585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,9.883,658.78613,-182.44423,1660.41479,783.99994,-249.66223,1699.89758,822.36365,-274.61734,1607.52917,686.42249,-454.13895,1346.0741,857.76306,-55.0635,1383.8075,755.90753,-553.41357,1160.21106,987.96375,-3.9446,1188.71472,608.16675,-407.83243,1027.68335,782.71539,-19.56922,1084.36365,683.26721,-292.01456,911.15375,783.08142,-103.59311,931.5816,906.87115,-298.21942,955.09552,644.67725,-199.75746,441.29279,788.68018,32.33941,481.32159,790.62866,-231.6678,83.01316,1019.53113,-162.02641,190.94508,657.23553,-82.61783,-34.08647,923.82544,-63.01322,-3.72766,903.57056,-263.3053,30.86362,1059.92847,-261.84561,184.53598,745.26355,-6.27642,696.133,932.73297,-181.30011,1337.05872,789.9082,-153.21196,1591.44568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,9.892,657.62305,-183.16986,1668.35901,782.09167,-250.89319,1708.31311,821.16431,-275.88107,1616.72998,683.35223,-455.44809,1354.47009,860.56781,-59.42555,1395.72351,748.16278,-556.85022,1168.75244,992.50226,-6.72607,1202.68872,602.28912,-405.78146,1047.12878,786.49023,-20.57302,1102.26318,683.01733,-292.61441,918.55603,782.11719,-103.77261,942.07916,907.27002,-298.02295,964.12573,650.55743,-209.15001,445.84506,776.25299,45.07205,500.16617,789.88354,-234.40704,85.55338,998.68457,-142.79221,200.96872,657.02844,-82.62096,-34.21433,901.82568,-38.10752,10.76606,902.01465,-264.29446,33.17886,1038.2832,-243.40752,191.87497,741.77399,1.81921,714.15552,933.30908,-185.98296,1346.27502,788.50079,-154.73875,1599.69775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,9.9,654.82434,-184.41051,1677.59644,780.0412,-250.93585,1718.1593,819.07318,-277.14645,1626.64795,680.99139,-457.29703,1363.36084,861.56866,-62.94349,1407.85522,740.88403,-560.15924,1178.17822,996.94141,-9.164,1217.92468,596.73584,-403.75616,1067,790.58191,-21.10226,1121.31726,684.22986,-294.17963,926.62,780.07825,-104.09644,954.06506,907.10614,-297.9892,974.58154,656.08099,-219.23163,452.39417,763.57257,56.24276,519.84869,788.2616,-236.19997,88.23082,977.46552,-123.82426,210.21524,657.06799,-82.64253,-34.34993,878.65717,-7.61044,28.57175,899.16937,-264.9053,37.79888,1014.18347,-225.41754,194.46254,739.7005,9.0334,731.56616,933.32672,-189.97244,1356.87744,786.08936,-155.9584,1608.82178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,9.908,652.73096,-184.06921,1686.87012,776.9519,-250.66956,1728.64441,817.15289,-277.2793,1637.87463,677.88965,-458.76611,1373.91492,862.30078,-65.15656,1420.63977,733.25708,-562.55475,1188.86829,1000.87469,-12.35968,1233.62195,591.11206,-400.27676,1087.33508,795.08295,-21.54844,1140.66687,684.90997,-295.75317,936.29468,779.67157,-105.91692,966.33441,907.43195,-298.91379,984.53131,662.64435,-228.72847,459.95496,750.86395,68.03218,541.07861,786.68573,-237.88377,92.25581,953.72858,-104.02511,217.40852,657.06158,-82.70522,-34.34165,852.53021,26.54871,48.20483,896.37311,-265.54373,42.63257,988.3056,-206.12712,194.13826,736.11078,15.75827,752.11102,933.17847,-192.67836,1368.50769,783.565,-156.57642,1618.34216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,9.917,649.11639,-184.39085,1696.32104,774.07874,-249.31578,1739.57727,814.54041,-276.91327,1649.79297,675.03461,-460.30228,1385.66467,861.62573,-67.84235,1433.40686,725.2417,-564.39771,1200.38806,1004.53802,-14.50626,1250.37622,,,,799.38293,-22.39861,1159.16345,686.24982,-297.70331,946.26605,778.7168,-108.08019,979.18616,907.66516,-299.80823,995.72009,670.16589,-238.17542,468.39221,737.56177,77.81508,563.00824,784.74786,-240.69162,96.25615,928.51825,-82.01633,223.47241,657.2937,-82.67609,-33.96119,823.99158,63.23547,70.11179,892.59564,-265.62314,48.68159,960.86639,-183.29843,191.03455,732.98438,20.59469,771.64789,932.09186,-194.34972,1380.97742,780.76184,-156.79578,1628.76855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,9.925,645.4436,-184.15643,1705.88123,769.78516,-247.86003,1751.45386,811.88629,-276.25357,1662.37817,672.44788,-461.67929,1398.45886,860.79218,-69.80886,1447.01306,717.86176,-565.62994,1212.48938,1007.66821,-16.84512,1267.21521,580.93579,-394.16687,1128.69434,803.23346,-24.25745,1176.40393,687.02179,-300.12335,957.34918,778.72168,-110.75899,993.29163,909.3161,-301.04391,1006.90338,678.01135,-246.85391,477.65088,728.24146,85.681,585.526,782.1795,-242.69673,101.50403,902.40137,-58.99493,228.61308,656.38293,-82.69608,-32.86757,794.35114,100.53658,93.19048,888.98004,-264.93909,56.04115,931.51819,-158.63359,185.71944,730.12451,24.19861,792.21735,931.51239,-196.09433,1394.1698,778.22046,-156.76129,1639.07336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,9.933,641.63196,-183.07947,1714.60083,765.51172,-245.50499,1762.71643,808.72833,-275.54819,1675.09985,668.41333,-462.1452,1412.54883,859.25262,-72.14615,1460.49915,710.41705,-566.30182,1225.09302,1010.10211,-19.13288,1284.4967,575.97522,-389.68829,1149.26074,806.20575,-25.11408,1193.97021,689.29248,-302.83914,968.68402,777.87708,-113.54538,1007.68536,910.44415,-303.18365,1018.40765,685.84131,-255.23766,487.76498,719.58881,91.23332,608.05121,778.73785,-244.20805,107.43816,874.94293,-33.50384,232.7011,656.82343,-82.61656,-32.89376,763.75159,138.21571,118.25613,884.24683,-264.01117,64.37963,899.90326,-130.00235,180.68149,728.29828,26.15453,812.18317,929.85406,-197.64073,1407.27625,775.52643,-156.3459,1649.35999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,9.942,639.85486,-179.09009,1722.65381,760.55829,-242.56587,1774.35461,805.29077,-274.29898,1688.21643,665.80859,-463.25888,1427.48828,857.59229,-74.6431,1473.89636,702.50116,-566.34918,1238.26868,1011.91107,-20.60926,1301.67078,571.91254,-385.68289,1170.16345,808.9043,-25.66677,1211.30688,691.2417,-305.83719,980.8609,778.09717,-117.40942,1022.69092,911.6925,-304.47165,1030.0675,693.68555,-262.77679,497.95795,713.27521,93.85194,629.39008,774.50159,-245.83968,113.77592,846.57672,-6.03325,237.47804,656.68561,-82.70838,-32.45212,732.11584,175.58727,144.4147,877.59729,-263.24112,73.73737,866.88123,-98.57316,176.0493,724.3562,27.1846,832.21912,928.37488,-200.00464,1421.12097,772.30695,-155.24663,1659.47864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,9.95,633.63904,-179.25978,1730.30127,755.9892,-239.54201,1784.95776,802.09369,-272.93115,1700.97644,662.09595,-464.04446,1441.78992,855.80432,-76.81805,1486.95972,694.97681,-566.51526,1251.52881,1012.97162,-22.41347,1318.00452,567.48047,-381.20837,1190.60925,811.81018,-26.85247,1227.6106,693.03729,-309.3212,992.85413,778.83014,-121.07598,1037.57971,913.35614,-306.40265,1041.2041,701.98145,-271.0015,508.04047,708.3017,97.11728,649.82104,768.79651,-246.94373,119.81097,816.91083,22.48205,243.50581,656.92487,-82.81576,-32.95629,699.7226,212.16696,171.19804,870.32788,-262.49979,83.78913,832.09766,-64.93112,174.32291,722.34595,26.26124,851.8952,926.13635,-202.2728,1434.79919,769.06769,-154.85851,1669.06067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,9.958,628.86597,-178.26805,1737.08521,749.62616,-236.1254,1795.28101,797.85571,-271.00027,1713.22595,659.09448,-463.84692,1456.43152,853.44427,-79.17173,1499.76917,687.92688,-566.35754,1264.55151,1013.3479,-23.59079,1333.9137,564.98199,-377.17993,1210.71204,813.66193,-27.56155,1243.01917,695.62262,-313.29163,1005.64191,779.34753,-125.53161,1051.80029,914.63904,-307.88153,1052.78101,709.55176,-279.4649,517.97748,703.67621,98.01163,669.24988,760.7182,-247.39499,126.17167,788.03845,54.20062,251.96463,655.66437,-83.2727,-34.0715,666.87659,247.87994,198.5092,862.28851,-261.48264,94.08038,795.94916,-29.65966,176.29819,718.87714,25.72205,872.15417,924.18732,-204.88953,1448.72546,765.56799,-153.75407,1678.05542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,9.967,624.73236,-175.80811,1742.54028,744.26746,-232.45229,1804.18445,794.00214,-269.15808,1724.43567,655.86737,-463.52423,1470.29504,850.72784,-81.99678,1512.37537,681.37433,-565.91187,1276.97449,1013.10614,-24.38804,1348.82178,561.4054,-373.45108,1230.54541,815.58496,-28.05201,1258.17957,697.87885,-317.0368,1017.93152,780.3252,-130.16174,1066.36487,916.31006,-310.21725,1063.83008,717.85632,-288.14447,528.03528,700.25763,98.11946,687.61884,753.9093,-249.46419,132.6994,757.19049,84.63351,262.75903,652.55054,-84.97386,-34.83858,633.01764,281.83975,227.28188,854.63892,-260.99173,104.55035,760.76965,6.33186,182.64583,716.66913,21.63737,890.50769,921.65704,-207.604,1462.44006,762.14874,-152.61604,1685.88843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,9.975,620.83783,-173.56885,1746.5365,738.35077,-228.63783,1812.13794,789.92365,-267.23328,1734.74487,653.35162,-462.41498,1483,847.53564,-84.01308,1523.70764,675.01129,-565.80664,1288.83472,1012.49969,-24.68668,1362.77539,560.17438,-370.44858,1249.93811,817.07526,-28.75736,1272.1427,700.40802,-320.97253,1029.86255,781.88367,-135.00713,1079.39648,917.94788,-312.13757,1074.06897,726.6084,-297.59406,537.22534,696.74524,98.20411,706.06061,750.42432,-253.42378,139.82251,726.55511,114.74671,277.09122,647.1142,-87.68684,-34.0143,598.64038,313.31519,259.06522,850.14496,-261.71182,112.55053,724.61188,41.50558,191.84155,714.64935,19.94217,909.29138,918.89447,-210.01393,1475.69189,759.24976,-152.01617,1692.5415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,9.983,618.09619,-169.81456,1748.71948,732.31018,-224.9727,1818.72852,785.72028,-265.37946,1743.28516,650.33557,-461.60535,1494.61584,844.12201,-86.48408,1534.28418,668.00171,-566.09552,1299.65161,1011.85083,-24.9473,1375.74719,558.04932,-367.83133,1267.82568,818.51819,-30.09572,1285.01685,703.24664,-325.68414,1040.69995,783.672,-139.70819,1091.729,920.08759,-314.37262,1084.17151,733.25452,-305.55029,545.96887,692.48956,98.54834,724.07147,749.84442,-258.95853,145.86475,696.34204,144.49376,294.24048,639.73511,-94.20041,-30.93007,563.84583,341.61877,293.89694,850.07239,-261.6395,118.6724,690.88684,76.17325,205.18683,712.70294,15.69839,926.31812,915.47711,-211.99696,1488.25598,756.44861,-151.2596,1698.01794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,9.992,611.93317,-169.68858,1751.30652,726.65753,-221.52754,1823.97595,781.8089,-263.82712,1750.48328,647.28265,-460.3866,1504.73547,841.35583,-88.58942,1543.79395,661.44519,-566.55017,1308.67017,1011.11377,-25.35248,1387.2644,557.5127,-365.57626,1284.4574,819.07642,-31.15445,1296.65991,706.23291,-329.88446,1051.12012,785.43555,-145.19833,1102.61572,922.06403,-316.03326,1093.68042,736.29272,-310.97824,554.18713,688.42755,100.57871,741.17194,752.20538,-264.42465,151.31982,666.51685,173.24019,313.69946,634.5769,-104.41599,-27.9486,528.06042,366.9523,330.48596,852.63605,-260.34192,125.29868,658.12445,110.19987,222.29277,711.02551,11.84595,942.34015,912.05042,-213.95416,1500.15723,753.25891,-150.37569,1702.401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,10,607.49164,-167.79472,1752.80334,721.45941,-218.55898,1828.16394,776.64606,-262.284,1756.34045,643.68976,-458.87729,1513.82202,837.67035,-89.96399,1551.60034,654.55768,-567.27368,1316.29089,1010.8913,-25.53539,1397.88879,556.69415,-364.17374,1300.03101,819.84894,-32.41579,1307.4668,708.6734,-333.84787,1060.2771,787.57245,-149.94356,1111.68115,924.28705,-317.65167,1102.47156,733.901,-313.52539,561.60089,681.92133,103.83954,757.1604,756.29083,-270.02719,157.30923,637.21252,201,336.73441,631.52136,-116.20022,-23.24974,492.75381,388.59796,369.15872,856.57874,-260.56696,132.13159,627.61554,142.5406,242.39133,709.92444,8.1759,957.16644,908.05365,-215.0831,1510.66858,749.36743,-149.82281,1705.83289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,10.008,603.70245,-165.91948,1753.09558,715.14508,-216.71634,1831.17371,772.02124,-261.19617,1761.18433,639.73218,-457.453,1520.6449,834.43207,-90.79669,1558.53296,648.1933,-568.02826,1322.23157,1010.63849,-26.19657,1407.5498,557.60291,-363.73718,1313.5968,821.07623,-34.00648,1316.98242,711.92249,-337.86917,1067.68274,788.61682,-153.77849,1119.828,926.11212,-318.91718,1110.10181,731.94727,-315.29611,566.79071,676.11157,107.2696,773.67596,760.5481,-275.62936,162.88231,609.32117,227.4724,361.89011,631.46075,-127.88913,-19.36901,457.86163,407.21216,409.45526,861.48547,-262.94635,138.02226,598.38354,173.87743,265.17026,709.38928,4.67306,970.36444,905.30743,-216.00034,1519.70874,746.31927,-149.13141,1708.8175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,10.017,599.33984,-164.1333,1753.23657,709.40967,-214.42516,1833.98645,768.83862,-260.10065,1765.96594,636.40735,-456.33478,1525.9032,830.24524,-92.34758,1563.23511,641.96625,-568.46716,1326.48962,1010.38129,-26.9093,1415.77344,558.21765,-363.53302,1325.43689,821.54639,-34.55984,1325.21631,714.93945,-341.29871,1074.41406,790.44989,-157.18559,1125.53271,928.10968,-319.95953,1117.44275,729.40601,-316.69568,571.22205,670.23914,110.87498,790.3324,765.08881,-282.28964,167.93173,582.38519,252.6434,389.4635,632.93048,-138.84001,-15.49933,424.47964,422.35181,452.02969,865.80548,-267.39999,143.39464,571.04095,204.14996,290.15833,708.97888,0.05286,981.16742,902.49054,-216.42549,1526.87488,742.62885,-147.87315,1711.271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,10.025,594.40424,-162.7365,1752.31592,702.80811,-211.97443,1836.29419,763.76965,-258.31265,1769.72656,633.48309,-455.44815,1528.64709,827.48102,-92.65245,1567.14832,636.65338,-569.7348,1328.5083,1010.06512,-27.88399,1422.5144,558.53271,-363.9957,1334.62476,822.3573,-37.26017,1332.28564,717.53009,-344.34561,1079.65454,790.94818,-160.39838,1130.20325,930.20636,-320.2294,1123.49512,727.0611,-320.36636,574.99469,663.37646,114.06165,806.77679,769.68634,-289.13269,173.39798,556.75763,276.29126,419.34207,637.33752,-148.33778,-12.07111,393.2872,434.45709,496.21204,869.8996,-273.9119,148.35384,543.44238,233.47366,317.27655,710.30493,-4.35733,991.02191,899.83411,-216.99716,1532.20728,738.71887,-147.11105,1713.44263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,10.033,590.49384,-160.44229,1750.7406,696.50171,-209.60722,1837.88928,758.47443,-256.74396,1773.02246,630.49042,-455.31677,1529.56995,825.18085,-93.28228,1569.58655,632.20386,-570.89642,1329.69702,1010.60687,-28.86645,1428.37354,558.30829,-364.18698,1342.58972,823.51215,-38.0747,1338.08069,718.85181,-347.26767,1084.68286,791.79852,-162.06046,1133.98303,932.0058,-320.96823,1128.87402,725.29694,-324.61154,578.67474,656.65546,115.56407,823.05237,773.58496,-295.55701,178.04994,532.78961,297.83041,450.2894,641.65778,-156.19156,-8.30554,364.85754,444.96478,540.83508,874.76758,-281.91245,153.47687,518.83246,261.05521,346.6308,710.47467,-8.33905,999.46875,896.83691,-217.14044,1536.45886,735.1546,-146.43683,1715.10352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,10.042,585.4173,-159.07201,1748.32935,689.15912,-206.9166,1838.78955,752.20544,-254.86952,1775.46216,628.55896,-456.24338,1528.24158,823.13818,-93.49389,1570.88477,629.1228,-572.20721,1329.91736,1011.07861,-30.30955,1432.68738,559.0871,-365.608,1346.73474,824.13037,-39.22089,1343.41333,721.38611,-350.20398,1087.8092,792.04596,-163.86389,1136.61902,934.11993,-320.66342,1133.36621,723.1405,-328.95346,582.55859,648.67529,117.51393,839.47144,777.82446,-302.24225,182.86461,510.05939,317.5325,482.49716,647.1416,-164.04568,-4.80479,339.64954,454.37485,585.88745,878.96576,-289.63614,157.2079,493.27466,286.55502,377.09396,711.34009,-12.60332,1007.29425,894.77881,-217.35583,1539.29639,731.20459,-144.84094,1716.39014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,10.05,580.37091,-157.7326,1745.19202,682.57397,-203.64011,1838.82922,746.95398,-253.04674,1778.58362,626.43469,-457.84283,1526.12866,821.32434,-93.38398,1571.25549,626.9917,-573.02844,1329.12158,1010.78223,-31.06798,1435.46033,559.79871,-366.48389,1348.92517,823.76392,-40.67206,1346.849,722.80475,-352.58484,1089.90308,791.75006,-165.62898,1138.25647,935.77264,-320.90631,1136.24634,721.04468,-332.5415,585.90784,642.48425,120.30389,855.76984,781.85211,-309.43057,186.10211,487.50082,335.90485,515.41248,651.00769,-171.89259,-1.90246,318.30127,462.79553,631.36328,883.5824,-297.27957,160.8501,468.80984,310.24725,408.49326,711.05457,-15.92814,1014.08289,893.25684,-218.22922,1540.95691,727.53546,-144.10527,1716.61914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
