Time,Top.Head,Top.Head,Top.Head,Rear.Head,Rear.Head,Rear.Head,R.Scapula,R.Scapula,R.Scapula,Sacral,Sacral,Sacral,L.Shoulder,L.Shoulder,L.Shoulder,L.Elbow,L.Elbow,L.Elbow,L.Wrist,L.Wrist,L.Wrist,L.ASIS,L.ASIS,L.ASIS,L.Knee,L.Knee,L.Knee,L.Ankle,L.Ankle,L.Ankle,L.Toe,L.Toe,L.Toe,R.Shoulder,R.Shoulder,R.Shoulder,R.Elbow,R.Elbow,R.Elbow,R.Wrist,R.Wrist,R.Wrist,R.ASIS,R.ASIS,R.ASIS,R.Knee,R.Knee,R.Knee,R.Ankle,R.Ankle,R.Ankle,R.Toe,R.Toe,R.Toe
Unnamed: 1_level_1,X2,Y2,Z2,X3,Y3,Z3,X22,Y22,Z22,X12,Y12,Z12,X4,Y4,Z4,X6,Y6,Z6,X8,Y8,Z8,X10,Y10,Z10,X13,Y13,Z13,X15,Y15,Z15,X17,Y17,Z17,X5,Y5,Z5,X7,Y7,Z7,X9,Y9,Z9,X11,Y11,Z11,X14,Y14,Z14,X16,Y16,Z16,X18,Y18,Z18
5.632999999999999,561.03973,-376.76912999999996,1789.6375699999999,515.6001,-404.80292000000003,1700.6630899999998,550.5061599999999,-537.1629,1448.90161,425.66405999999995,-468.61175999999995,1082.16907,460.97101,-185.09218,1459.28918,374.80267000000003,-188.42958000000002,1229.36694,603.16052,-182.16708,1180.53943,514.5144,-276.233,1022.1851199999999,472.68035999999995,-259.88556,531.14185,388.48022000000003,-312.23752,138.71005,576.30084,-251.39188,-9.89608,696.7302900000001,-528.7352900000001,1481.3949,645.5847200000001,-685.21906,1283.89148,735.13342,-508.86829000000006,1174.31165,639.0343,-440.83682000000005,1024.87036,717.05511,-494.75777999999997,565.40521,590.94281,-612.7993799999999,168.36682,729.63525,-497.65475,-6.82868
5.642,560.64886,-375.78583,1789.81189,519.21533,-400.73047,1700.67517,549.29169,-537.36072,1447.87476,425.96869000000004,-467.88842999999997,1082.9180900000001,460.99814000000003,-183.82492,1457.04895,376.12259,-187.36838,1227.85022,605.14276,-181.50958,1182.50928,516.18268,-275.73441,1021.84113,471.68242999999995,-262.776,530.27338,377.26559,-321.5387,140.72401000000002,557.8333700000001,-259.64316,-16.203770000000002,695.56427,-530.51636,1479.5324699999999,641.91595,-686.59155,1283.33972,734.37842,-511.48459,1171.82581,639.505,-440.60092000000003,1025.20679,715.7691,-493.90502999999995,566.9685099999999,602.45325,-606.0224,164.35329,753.60065,-490.74597,0.47481
5.65,561.02972,-374.96227999999996,1789.3380100000002,519.7750900000001,-399.63812,1700.2214399999998,547.86859,-537.46619,1446.30554,426.10925,-466.43314000000004,1081.91345,460.69034000000005,-183.29021,1453.74438,377.4082,-185.75305,1225.13086,608.28839,-180.52708,1182.93188,517.42786,-275.12189,1020.77588,468.97017999999997,-266.47803,528.71594,366.22052,-330.95526,143.1346,538.25916,-268.16013,-24.53931,695.1116900000001,-532.27063,1477.28979,638.33887,-687.45862,1281.77271,732.5189799999999,-514.10565,1168.5791,642.0188,-441.02840999999995,1025.1394,714.6781599999999,-493.48382999999995,567.62372,614.10101,-599.42444,159.42505,776.57214,-484.02423,7.707660000000001
5.6579999999999995,561.61133,-373.98633,1788.16455,519.0675,-398.45346,1699.0961899999998,546.3582200000001,-537.63165,1444.3347199999998,425.68451,-465.51455999999996,1080.51697,460.19864,-182.11659,1450.58496,378.77179,-184.21309,1222.29016,609.974,-180.03436000000002,1182.61218,518.96741,-275.23111,1019.16571,466.26022,-271.43436,525.82294,357.04699999999997,-341.29745,143.67291,519.3978900000001,-275.31519,-33.18388,693.99091,-533.63208,1474.5235599999999,634.5083,-688.07574,1279.51697,731.06714,-516.39001,1164.54724,642.28613,-441.11440999999996,1024.47278,713.93463,-493.08867999999995,567.3690799999999,626.17169,-592.0842299999999,153.73778000000001,798.63782,-478.40494,13.461620000000002
5.667000000000001,561.2246700000001,-373.25052,1786.5675,519.03656,-397.31949,1698.2645300000001,544.01453,-537.95367,1442.0127,426.14017,-464.67862,1077.5575,459.61435,-181.74973,1446.8197,380.76407,-182.80927,1218.43176,612.6214,-179.72501,1181.71704,520.7842400000001,-274.57315,1016.76355,462.50597999999997,-276.79413,522.8494900000001,348.46136,-350.75137,143.99636999999998,500.8884,-283.67529,-42.0486,692.85364,-534.8931299999999,1471.41138,631.59052,-687.9231,1276.42969,729.8443,-518.10498,1160.24597,643.24963,-441.18799,1023.1464199999999,712.96594,-492.4053,565.0224,638.38782,-585.08887,147.6851,818.96924,-472.12185999999997,17.09103
5.675,561.84552,-372.15509,1784.41077,518.62946,-396.16168,1696.1626,542.6259200000001,-537.94312,1439.22742,427.45358,-464.31223,1073.33167,459.24445,-181.28923,1442.9044199999998,382.67462,-181.67445,1214.49548,614.5414400000001,-178.81998000000002,1180.12207,522.79016,-273.70232999999996,1013.88446,458.81088,-282.28336,518.96704,340.73254,-360.34131,143.69591,485.62075999999996,-291.72726,-39.32302,690.90399,-536.13458,1467.9586199999999,628.19458,-687.28302,1273.12561,729.5668900000001,-520.11633,1155.23462,644.46704,-441.34862999999996,1021.27936,712.97229,-491.55835,562.9735099999999,650.487,-577.42627,141.50526000000002,836.79877,-465.76013,16.25319
5.683,561.9630099999999,-371.55568999999997,1781.44397,519.23712,-394.88068,1693.1337899999999,541.23615,-537.6578400000001,1435.84131,428.22638,-463.38083,1068.71655,458.8147,-180.93793,1439.1698,385.14636,-180.27916000000002,1209.8029800000002,617.67261,-177.91893000000002,1177.82373,524.36743,-273.11843999999996,1010.0528,454.30679000000003,-287.92584,515.43188,333.03265,-370.26965,142.27411,476.15149,-297.50847999999996,-38.09807,689.49597,-536.77197,1464.48499,625.19434,-686.1542400000001,1269.03516,728.72357,-521.80005,1149.71423,645.2454799999999,-441.39815999999996,1018.0150800000001,711.59735,-491.65707000000003,558.8371,662.81281,-570.38983,135.54013,852.5147099999999,-457.67252,11.62823
5.692,562.52002,-370.4884,1777.88159,517.8847,-394.02893,1690.12915,539.5296,-537.47357,1431.87781,428.91281,-462.8428,1063.17041,458.81287000000003,-180.01115,1435.1189,387.50851,-179.25351,1204.75964,618.9287099999999,-176.85179,1175.54785,526.4497700000001,-272.33307,1005.44562,450.50037000000003,-293.11011,510.9996,324.98196,-380.29041,140.0882,470.11877000000004,-301.78122,-37.161770000000004,687.88232,-537.10583,1460.93555,622.66473,-685.28156,1264.96594,728.43396,-524.02722,1144.54919,646.42859,-441.58347000000003,1014.17334,709.43164,-491.66644,554.31555,674.32794,-563.27856,129.09273000000002,865.42926,-448.14703,4.1885900000000005
5.7,562.7637900000001,-369.4635,1773.7374300000001,516.97003,-393.09225,1686.64844,537.62366,-536.9273099999999,1427.05896,428.06799,-461.14966,1057.9165,459.46005,-179.74586000000002,1430.45313,390.88141,-178.54585,1200.0907,621.36658,-176.17999,1171.8407,528.16602,-271.63797,999.9235199999999,447.64480999999995,-299.00928,505.98654000000005,319.58096,-389.15713999999997,135.98282,465.82834,-303.98717999999997,-35.04234,685.5700099999999,-537.21643,1456.53345,619.55945,-684.28857,1260.03125,727.4035,-525.28571,1138.6543,647.3598599999999,-442.10242,1009.8148800000001,707.12805,-491.82114,549.17725,685.52954,-556.2941900000001,123.06073,875.56329,-436.79962,-4.2481599999999995
5.707999999999999,562.26141,-368.73651,1768.73413,516.54102,-391.84628,1681.7011699999998,535.9205900000001,-536.69122,1421.64697,428.24527,-460.3804,1050.7417,460.95485999999994,-179.49969,1424.98938,393.43369,-177.08641,1194.48755,622.8208,-174.91238,1167.91382,529.75128,-271.18207,993.87769,443.1156,-304.09268,500.68582000000004,317.44948999999997,-396.00861000000003,129.44249,463.14267,-303.60825,-32.81714,683.8606,-537.72528,1451.46191,617.12158,-683.4789999999999,1254.51599,726.82397,-526.3681,1133.46594,648.55792,-442.1828,1004.0264300000001,706.52948,-492.30978,544.15546,694.93964,-549.29199,116.5822,883.7665400000001,-425.05222000000003,-14.338560000000001
5.7170000000000005,561.4749099999999,-367.56793,1762.96777,515.3557099999999,-391.28397,1676.33655,534.2484099999999,-536.53772,1415.57397,428.95029000000005,-459.62102999999996,1043.62646,461.6424,-179.10487,1419.09058,395.92712,-176.14496,1188.1076699999999,624.98834,-174.01175,1163.4235800000001,530.646,-269.58328,987.29645,437.46155,-309.09573,494.76300000000003,315.71445,-402.89005,123.02591000000001,462.25644000000005,-303.12268,-32.99673,682.1365400000001,-538.27728,1445.78418,614.0885599999999,-683.56348,1248.87122,725.89441,-527.25378,1128.67542,649.12708,-441.92117,997.13586,705.64648,-492.52945,538.6895099999999,703.49176,-542.31195,110.26718000000001,888.37146,-412.06766,-26.10644
5.725,561.14233,-367.00838999999996,1757.1162100000001,515.26892,-389.87335,1670.00452,532.41693,-536.55841,1408.6394,429.69568,-459.0267,1035.2988300000002,463.02887000000004,-178.75943,1412.16626,397.88739,-174.5377,1181.44885,626.4975,-173.46703,1158.453,531.40857,-269.33429,979.8289800000001,431.73922999999996,-314.36526000000003,488.24054,314.02109,-409.0798,117.72393999999998,461.33700999999996,-303.76685,-32.13961,680.89319,-539.07318,1439.4625199999998,611.83057,-683.97272,1242.68445,725.11877,-528.37073,1124.2264400000001,650.75726,-441.54830999999996,990.3936800000001,705.23969,-492.47418,532.22382,709.66278,-535.86725,103.42791,889.80066,-407.29312000000004,-31.5607
5.733,560.43402,-366.17992999999996,1750.2388899999999,514.29675,-388.89685,1663.5614,530.93982,-536.53351,1401.02698,430.03137000000004,-459.24438,1026.7561,463.62878,-178.55305,1404.6666300000002,399.92569,-173.0658,1174.14905,627.60699,-171.54308,1153.52368,532.36011,-268.90057,971.95801,425.85364000000004,-318.92663999999996,481.88672,311.38707999999997,-413.20029,112.69445,461.08173,-303.86505,-31.495390000000004,679.24579,-540.26782,1432.34778,609.24854,-684.68604,1236.7360800000001,725.40863,-529.69006,1121.40662,652.00775,-441.69202,982.7146,706.34247,-491.71160999999995,525.6734,708.52802,-528.29578,99.98980999999999,891.77222,-407.36316,-34.91134
5.742000000000001,558.77209,-365.54004,1743.901,513.20276,-388.69031,1656.0833699999998,529.60797,-536.50555,1392.81555,429.60715,-459.57570999999996,1018.39661,464.79013,-178.03668000000002,1397.38647,401.42969,-171.09537,1167.40051,628.6687599999999,-171.12206,1148.56543,532.88959,-268.76117,963.8443599999999,421.52823,-320.1954,476.03750999999994,308.64342999999997,-415.69644,107.88586000000001,460.40942,-303.82922,-30.918979999999998,677.90857,-541.42633,1425.7916300000002,607.02197,-686.0033599999999,1230.9788800000001,724.58917,-530.14197,1119.19043,654.19153,-441.86029,974.6756,709.02386,-490.67264000000006,518.7851,699.8197,-528.3485099999999,95.5239,890.50812,-407.53342000000004,-32.45813
5.75,557.6496,-365.67819,1738.15576,513.22681,-387.77032,1649.1182900000001,528.4826,-537.05536,1384.44641,429.46200999999996,-460.535,1009.1593,465.23578,-177.85183999999998,1389.4074699999999,402.27047999999996,-168.73071000000002,1160.72388,629.68317,-169.65900000000002,1144.80798,533.27588,-268.6319,955.03815,419.98422,-320.52612,470.42233,305.45651000000004,-415.51889,104.15646,460.11703,-304.43604,-30.66021,677.5065900000001,-543.4884599999999,1419.02283,605.2028799999999,-687.06396,1225.53699,724.7398099999999,-530.84869,1118.24414,655.02142,-442.25167999999996,966.17719,713.12903,-488.31677,512.72998,691.8908700000001,-529.4643599999999,88.53171999999999,888.54028,-407.84503,-29.985459999999996
5.757999999999999,555.41254,-365.15216000000004,1732.7262,512.6309200000001,-387.22733,1642.401,527.4942599999999,-538.21655,1376.50085,428.63779000000005,-461.33880999999997,1000.50806,466.64838,-177.56802,1381.59277,402.33822999999995,-166.53271,1155.0023199999998,630.42792,-168.88692,1141.65979,533.1879299999999,-268.85696,946.65155,420.01510999999994,-320.18908999999996,465.22729000000004,303.40677,-415.40039,101.01590999999999,459.53714,-304.75403,-30.0847,675.76727,-545.75415,1413.40552,603.55261,-688.4469,1221.31506,725.76801,-532.27039,1118.68408,656.42603,-442.90890999999993,957.4780900000001,717.6582,-484.43457,506.47983,687.44733,-527.8738400000001,84.46595,888.6655900000001,-408.21484,-29.76793
5.767,554.67889,-364.49304,1728.73767,512.1463,-386.733,1637.5413800000001,525.7196,-538.97961,1369.23535,427.64423,-463.66953,991.65845,467.53549000000004,-176.48038,1375.06384,402.80786,-164.17491,1150.4873,630.03418,-168.15941999999998,1139.70154,533.22784,-268.22073,940.08014,420.73526,-318.93359,461.42624000000006,300.84024,-414.46466000000004,98.13673,459.78754000000004,-304.68912,-30.126079999999998,674.74567,-548.1106,1408.88745,601.54089,-690.10681,1218.7703900000001,725.9176,-532.60596,1120.06677,657.37006,-443.83524000000006,949.60699,721.9157700000001,-480.0954,499.33875,688.92413,-525.4241900000001,82.08652,889.55249,-407.93982,-31.8431
5.775,554.75604,-364.13065,1726.2168,511.94226,-385.33554,1634.48657,524.0812400000001,-539.9997599999999,1364.39868,426.52032,-465.60402999999997,985.2238800000001,468.75046,-175.39558,1370.8241,403.27512,-162.05992,1147.66895,630.1932400000001,-167.65607,1138.72742,533.33704,-268.20544,934.96924,420.8349,-317.35577,459.19293,299.15587999999997,-413.60385,97.27521999999999,459.93839,-304.50375,-30.13281,673.2661099999999,-549.6229900000001,1406.0180699999999,600.5387599999999,-690.94659,1216.8894,726.8756099999999,-533.5426,1122.04272,657.87372,-444.79321,942.56635,722.83838,-479.87027,492.18369,691.38892,-523.5808099999999,81.5093,890.26776,-407.36646,-33.17114
5.7829999999999995,554.1055299999999,-363.43466,1725.0710399999998,511.35849,-384.54742000000005,1634.39478,523.48877,-540.30988,1363.15601,426.74557000000004,-467.69928,981.5649400000001,472.21494,-174.73259,1369.38879,403.83301,-159.69791999999998,1147.30444,630.72955,-167.60724,1139.48499,533.16479,-267.40927,932.43713,420.68707,-314.81528,458.17154000000005,298.88135,-412.87018,97.24269,459.83182,-304.27701,-29.933390000000003,673.2674,-550.37872,1405.11633,598.5387599999999,-691.45959,1216.7711199999999,727.54291,-533.70032,1125.23083,657.5462,-445.73602,937.7950400000001,720.65729,-482.75003,488.42047,690.85144,-522.8485099999999,81.36336999999999,890.19653,-407.48787999999996,-33.07028
5.792000000000001,555.17505,-362.4191,1725.54321,512.51617,-382.93917999999996,1634.29688,523.48456,-539.99512,1364.17041,426.75057999999996,-467.75107,983.91125,474.93895999999995,-173.27493,1370.53442,404.24472000000003,-158.20049,1148.85583,630.97528,-167.70168,1141.4909699999998,533.20782,-267.01047,932.4328,420.41998,-313.16907000000003,458.94397000000004,299.81216,-412.12604,98.30958000000001,460.035,-304.63208,-29.9969,672.82245,-551.12646,1406.50647,599.21869,-692.19275,1217.52368,727.91785,-534.1889,1129.81238,656.9707,-447.09964,936.5388800000001,717.71045,-485.4743,489.9592,689.71277,-522.8041400000001,81.89465,890.53131,-407.34976,-33.33741
5.8,556.1361099999999,-361.59161,1726.56763,512.95416,-382.29956,1636.07727,523.50647,-539.87787,1366.7262,425.931,-467.59674,986.5487099999999,476.72787,-172.39018000000002,1372.60266,404.28961,-156.74034,1151.93042,631.6234099999999,-168.17743000000002,1144.4856,533.47919,-266.92606,935.25226,420.91208,-311.12097,460.18402000000003,301.00595,-410.65128,100.47616,459.97232,-304.34,-30.09058,672.5133099999999,-551.5742799999999,1409.36035,599.2337,-692.57672,1220.03455,728.32318,-533.6007099999999,1134.31409,656.58167,-448.29175,938.6151699999999,715.9404900000001,-486.37807999999995,494.17575,691.60437,-523.04724,84.0088,890.9901699999999,-407.20111,-34.006240000000005
5.808,557.78137,-360.42217999999997,1729.64075,514.44537,-380.35901,1639.12878,523.22742,-539.93024,1370.53625,425.19097999999997,-467.11679000000004,989.7139300000001,478.62473,-171.75673,1376.21082,404.62527,-154.96559,1156.64844,631.43225,-169.27844,1148.2794199999998,533.37811,-266.98221,940.0595699999999,423.04779,-309.22375,463.89285,302.86816,-408.69846,103.43406,459.87027,-304.13876,-30.19513,672.74646,-552.07715,1413.22046,599.7869900000001,-692.66907,1223.39014,728.71405,-533.30511,1139.73352,654.9074099999999,-449.47677999999996,943.79205,715.90259,-487.27927,499.23575,693.19391,-523.0967400000001,86.74619,891.0861800000001,-407.37048,-33.99415
5.817,559.2181400000001,-359.53015,1734.24646,515.22308,-379.89951,1643.4909699999998,522.94495,-539.75531,1376.18359,424.42273,-466.1124,994.90625,479.9277,-171.82565,1381.4538599999998,405.35477000000003,-153.71056000000002,1162.9139400000001,632.3308099999999,-169.77837,1153.03137,533.76001,-267.47244,945.6143800000001,426.1546,-305.63132,467.46682999999996,304.21939,-405.86102,107.80033999999999,459.76297,-304.44723999999997,-30.028000000000002,673.69891,-552.44385,1418.07007,600.9379299999999,-693.22998,1227.91553,729.01764,-532.54901,1146.49365,652.86707,-450.12134000000003,950.0083599999999,715.23181,-488.43542,503.80825999999996,693.94232,-524.40637,90.27611,891.1229199999999,-407.23812999999996,-33.97337
5.825,561.33978,-358.09412000000003,1739.6729699999999,516.51849,-379.18695,1649.09753,522.99298,-539.62842,1383.13733,423.68120999999996,-465.24222000000003,1000.43787,482.01169000000004,-172.16988,1387.93896,405.45459,-152.82041999999998,1170.021,632.75165,-171.44333999999998,1159.0791,534.22748,-267.94125,952.00275,430.76376,-302.76578,472.22729000000004,306.49399,-401.77316,112.15283000000001,459.96652,-304.3999,-30.48948,674.5187400000001,-552.88641,1423.72437,602.55695,-693.9612400000001,1233.36621,728.98578,-531.67126,1153.17859,651.9552,-451.62512000000004,958.2791699999999,714.41815,-491.78983,508.75082000000003,696.86401,-525.65039,95.04429,891.2344400000001,-407.63046,-33.58235
5.832999999999999,564.02252,-356.90652,1745.72302,518.80017,-378.0141,1655.9868199999999,523.23199,-540.2002,1390.5697,425.10922,-465.45315999999997,1006.4431800000001,483.47003,-172.33398,1395.39526,406.39617999999996,-152.15896999999998,1177.9425,632.96722,-173.69815,1166.21301,535.30151,-268.45825,959.68341,435.15756,-297.12915,477.61627000000004,308.66269,-396.59271,117.38488000000001,460.05521,-304.32361000000003,-30.473240000000004,674.5255099999999,-553.45465,1430.7523199999998,604.26117,-694.50964,1239.28149,727.89423,-529.8646200000001,1160.10901,651.2554299999999,-452.51430999999997,966.67224,711.8489999999999,-496.85052,513.58917,700.49731,-526.9718,99.99673,891.59149,-408.54688,-33.12591
5.8420000000000005,566.6680299999999,-355.99899,1752.43787,520.88904,-377.88419,1663.4469,523.98383,-540.50537,1398.4043,422.82742,-462.78867,1013.8430199999999,484.29938,-172.84857,1403.92969,407.1384,-151.01848,1186.3173800000002,633.02771,-174.97319,1173.7282699999998,536.82141,-270.08362,967.7714800000001,440.16489,-290.9404,483.09012,311.79584,-390.79437,123.19025,460.03958,-304.39679,-30.53262,675.02258,-553.68787,1438.48767,606.44385,-695.39355,1245.73828,727.69177,-528.84052,1167.85132,650.4074099999999,-453.61523,975.19434,708.2092299999999,-501.98694000000006,520.59338,703.09045,-529.7085,106.05236000000001,890.55481,-408.49026000000003,-31.878770000000003
5.85,569.7959,-354.83917,1759.0636,522.83551,-376.91568,1671.31506,524.50946,-541.30536,1406.76001,422.89029000000005,-461.88885,1021.4873699999999,485.04254000000003,-173.88965,1412.78577,408.52648999999997,-150.12491,1195.2861300000002,633.46381,-176.98448,1181.45496,537.62518,-270.80118,975.80341,444.75198,-283.88638,489.57111,314.70795,-383.75692999999995,128.91805,460.20764,-303.60086,-30.685259999999996,675.3908700000001,-554.4327400000001,1446.66443,609.84265,-695.07874,1251.74658,727.01782,-527.17023,1175.65784,650.50122,-455.45926,984.3076800000001,704.45685,-507.21045,528.0847200000001,706.26715,-532.2509200000001,111.25726,890.73334,-409.17651,-30.89815
5.858,572.1845099999999,-353.72623,1766.16748,524.46368,-376.24518,1679.09021,525.3902,-541.60718,1414.69727,422.24755999999996,-460.35263,1029.2981,485.90402,-174.72138999999999,1422.07678,409.1218,-149.29731999999998,1203.67651,633.9554400000001,-179.59555,1189.76978,539.11328,-272.70862,983.66724,449.49445,-276.49951,495.86972000000003,319.383,-376.27615,134.17664,460.5907,-303.47491,-31.33867,675.82111,-554.53558,1455.0155,612.31604,-695.08301,1258.33313,726.93732,-525.9746700000001,1183.00391,650.56372,-457.40665,992.2896099999999,699.23651,-512.52869,535.8690799999999,707.88239,-535.07214,116.66712,891.7951699999999,-411.00897000000003,-30.36365
5.867000000000001,575.22876,-353.0625,1772.6722399999999,527.13568,-376.3468,1686.41797,526.0921,-541.86993,1422.78271,422.04477,-459.54004000000003,1036.6731,486.4455,-176.3775,1431.08899,410.49902000000003,-148.83046000000002,1211.86609,634.24139,-182.23428,1196.92944,540.5885,-274.84988,991.2207599999999,454.13955999999996,-268.87487999999996,502.7095,323.95374,-367.72263,139.48678999999998,460.85486,-303.06421,-32.921240000000004,676.69739,-554.5116,1463.2396199999998,614.89276,-695.2518299999999,1264.96216,725.63477,-524.74274,1190.29431,650.19104,-460.00684,1000.4486099999999,695.35449,-517.87762,543.44672,707.02039,-538.69159,121.8092,892.0174599999999,-416.38931,-26.420370000000002
5.875,578.04926,-352.4787,1778.72485,528.24835,-376.39142000000004,1693.35706,527.11096,-542.17786,1430.29712,422.36023,-458.96255,1044.00037,486.97638,-177.83569,1440.07544,411.58014,-148.51801,1220.14563,634.0105,-184.02834,1204.0217300000002,541.92023,-277.17273,998.78674,460.39517,-260.76672,508.43579000000005,329.9946,-359.30194,144.67328,461.90759,-301.8952,-34.628609999999995,676.87073,-554.48425,1470.67065,617.46289,-695.1582,1271.33545,724.78534,-523.8021200000001,1196.93726,650.97766,-461.79321,1008.8295300000001,691.51392,-522.68878,550.5416299999999,705.2561,-543.20551,126.19836000000001,891.42657,-422.45239000000004,-20.74911
5.882999999999999,580.08673,-352.35703,1784.2113,530.66095,-376.28713999999997,1699.62292,528.27783,-542.17645,1437.53735,422.44095,-458.43408,1051.5249,487.04666,-179.43166000000002,1448.66919,412.36755,-148.58158999999998,1227.99243,632.85388,-186.04196000000002,1209.69312,543.49774,-280.48938,1005.11755,466.97934000000004,-253.24031000000002,513.95612,337.2825,-350.33411,149.46704,463.1413,-300.75357,-37.08683,678.17578,-554.25928,1477.75244,619.31763,-695.41785,1277.1735800000001,725.30359,-522.8122599999999,1202.78235,649.76666,-463.09125,1015.4639300000001,689.88123,-525.8627299999999,557.38983,700.3591299999999,-547.67676,130.36482,889.9500099999999,-428.01070999999996,-14.323189999999999
5.892,582.6405,-352.5264,1789.01624,531.40216,-376.58557,1705.1828600000001,529.55511,-542.30377,1444.26892,422.81451,-458.02865999999995,1058.96936,487.20737,-180.96358999999998,1456.39966,412.40494,-149.02591,1234.99194,632.95135,-188.31212,1214.3233599999999,544.255,-282.2666,1011.4304199999999,472.40146,-246.48514,519.94678,343.81555,-341.71539,154.20706,464.32892000000004,-299.7735,-40.7792,679.76068,-554.1745,1483.65552,620.5814799999999,-695.8067599999999,1282.42932,724.7269299999999,-521.97162,1207.12463,650.0009200000001,-464.9776,1022.25824,689.7380400000001,-528.69745,563.62463,695.04797,-552.03546,133.40396,887.2556800000001,-433.32635,-6.816439999999999
5.9,583.8642,-352.63498,1793.2439,532.0790400000001,-376.5889,1709.8812300000002,531.65314,-542.6854900000001,1449.9126,423.29987,-457.34085,1065.22705,487.68277,-183.08514,1463.35022,412.43917999999996,-149.51901,1240.34729,632.72003,-190.44853,1217.77344,545.0969200000001,-284.5723,1017.18219,478.02065999999996,-240.33163,525.00854,349.1496,-334.74747,159.96577,465.2374,-298.02536000000003,-44.41837,681.20654,-554.0296599999999,1488.53455,621.80847,-696.32587,1286.62573,724.51007,-520.98718,1210.47876,649.95251,-466.0871,1027.71497,690.67291,-531.08588,568.45416,687.60223,-556.79785,136.24631000000002,883.5161099999999,-439.10828,0.80192
5.9079999999999995,584.91113,-353.22665,1796.9085699999998,533.54645,-376.92706,1713.4284699999998,533.59473,-543.02899,1454.76282,423.19417999999996,-456.43723,1071.6173099999999,487.85602,-184.63998,1468.90308,411.56557999999995,-150.64226000000002,1245.49011,632.18713,-191.48533999999998,1219.5708,545.99054,-286.11107999999996,1021.50092,484.2803,-235.24482999999998,529.9164400000001,353.46924,-328.36951,165.13701,467.82275,-297.25622999999996,-46.38596,682.71606,-553.84003,1492.53784,621.97266,-696.8756099999999,1290.08093,724.87622,-520.91339,1212.63293,649.17352,-466.83585,1032.68494,690.1626,-532.47797,572.52722,680.9024,-561.40356,139.12617,878.7462800000001,-444.56607,8.09418
5.917000000000001,586.3915400000001,-353.68903,1799.89478,533.26733,-378.26999,1716.4276100000002,535.3252,-543.62958,1458.146,423.13257000000004,-455.82235999999995,1076.93103,488.42416,-186.14252,1473.23352,409.94672,-151.70331000000002,1249.60376,631.3335,-192.70163,1220.06189,546.6731599999999,-287.29031000000003,1025.74133,490.84653,-230.7905,534.2525,357.02563,-323.12518,170.6485,472.19943,-292.48312000000004,-46.6123,684.61145,-554.15259,1495.28931,622.35284,-697.07104,1292.68591,725.2454799999999,-520.5954,1212.776,649.55609,-467.37945999999994,1036.94995,690.84613,-534.03491,574.9966400000001,673.47186,-566.46442,141.75783,872.33276,-450.92862,13.40584
5.925,586.96582,-354.79211000000004,1802.2666,533.50311,-378.63324,1718.8706100000002,537.62848,-544.57465,1460.4823,424.58154,-455.90945,1081.02307,488.79129000000006,-187.11505,1476.5888699999998,409.17871,-153.06972,1252.6978800000002,631.12244,-193.36377,1218.80408,547.0750099999999,-287.79528999999997,1028.94409,497.76111,-226.80872000000002,537.57971,360.07205,-318.66266,174.28413,479.7579,-283.62967000000003,-42.58587,687.09125,-553.47168,1497.4338400000001,623.18292,-697.20569,1294.61633,724.89972,-519.88617,1211.31409,649.40521,-467.59958,1039.78125,690.84698,-535.38409,576.47107,666.50488,-572.4810200000001,144.50507,865.5740400000001,-457.48610999999994,17.42201
5.933,587.4046,-355.87888,1804.1195100000002,535.0967400000001,-379.1767,1720.6149899999998,539.9386599999999,-545.61072,1461.81836,425.42969000000005,-455.93939000000006,1084.50439,488.6358,-188.26314,1478.42053,407.23407000000003,-154.66193,1254.50061,630.242,-194.42601000000002,1216.15186,547.63715,-287.98264,1031.76819,504.99213,-223.5123,541.0437,365.23657000000003,-314.00552000000005,177.22765,488.20105,-273.61404,-35.52324,687.9058200000001,-554.07245,1498.3414300000002,624.0658,-696.7289999999999,1295.2395,725.53027,-519.06232,1208.2949199999998,649.60425,-467.65890999999993,1042.45349,690.0931400000001,-536.86298,577.08447,659.15393,-578.4408599999999,147.11591,858.13275,-463.3114,20.28503
5.942,587.85785,-356.81009,1805.4360399999998,535.34601,-379.56305,1721.79907,541.83722,-546.59277,1462.19324,426.7244,-456.16638,1086.77283,488.09982,-189.08002,1479.1798099999999,405.03561,-156.49248,1255.6652800000002,629.77905,-194.3535,1212.32678,548.4628299999999,-287.48566,1033.6936,510.88058,-221.17587000000003,544.52002,370.18625,-308.75015,178.95803999999998,497.64319000000006,-261.87787000000003,-30.12653,689.38605,-554.6557,1498.96655,624.5316799999999,-696.56653,1294.92834,725.95685,-518.20813,1203.57397,649.37372,-467.36957,1043.09888,689.96021,-537.15344,577.21063,651.76648,-584.0519400000001,149.06152,848.87543,-470.62027,20.47521
